"","YearC","Decade","FlagName","FleetCode","GearGrp","SchoolType","Trimester","QuadID","Lat5","Lon5","yLat5ctoid","xLon5ctoid","Catch"
"27",1996,1990,"Barbados","BRB","LL","None",2,4,15,45,17.5,-47.5,0.07904
"28",1996,1990,"Barbados","BRB","LL","None",2,4,15,50,17.5,-52.5,0.17076
"29",1996,1990,"Barbados","BRB","LL","None",2,4,15,55,17.5,-57.5,0.20074
"30",1996,1990,"Barbados","BRB","LL","None",2,4,15,60,17.5,-62.5,0.03517
"31",1996,1990,"Barbados","BRB","LL","None",2,4,20,55,22.5,-57.5,0.01314
"32",1996,1990,"Barbados","BRB","LL","None",3,4,5,10,7.5,-12.5,0.12189
"33",1996,1990,"Barbados","BRB","LL","None",3,4,5,20,7.5,-22.5,2.23787
"34",1996,1990,"Barbados","BRB","LL","None",3,4,5,25,7.5,-27.5,1.78419
"35",1996,1990,"Barbados","BRB","LL","None",3,4,5,30,7.5,-32.5,0.08931
"36",1996,1990,"Barbados","BRB","LL","None",3,4,5,35,7.5,-37.5,0.04961
"37",1996,1990,"Barbados","BRB","LL","None",3,4,10,20,12.5,-22.5,0.44841
"38",1996,1990,"Barbados","BRB","LL","None",3,4,10,25,12.5,-27.5,0.5181
"39",1996,1990,"Barbados","BRB","LL","None",3,4,10,30,12.5,-32.5,0.96327
"40",1996,1990,"Barbados","BRB","LL","None",3,4,10,35,12.5,-37.5,0.54429
"41",1996,1990,"Barbados","BRB","LL","None",3,4,10,40,12.5,-42.5,0.00185
"42",1996,1990,"Barbados","BRB","LL","None",3,4,10,55,12.5,-57.5,0.07358
"43",1996,1990,"Barbados","BRB","LL","None",3,4,10,60,12.5,-62.5,0.21203
"44",1996,1990,"Barbados","BRB","LL","None",3,4,10,65,12.5,-67.5,0.03286
"45",1996,1990,"Barbados","BRB","LL","None",3,4,15,25,17.5,-27.5,0.11458
"46",1996,1990,"Barbados","BRB","LL","None",3,4,15,55,17.5,-57.5,0.10088
"47",1996,1990,"Barbados","BRB","LL","None",3,4,15,60,17.5,-62.5,0.0373
"48",1996,1990,"Barbados","BRB","LL","None",3,4,25,20,27.5,-22.5,1.31403
"49",1996,1990,"Barbados","BRB","LL","None",4,4,5,15,7.5,-17.5,4.43983
"50",1996,1990,"Barbados","BRB","LL","None",4,4,5,20,7.5,-22.5,3.06565
"51",1996,1990,"Barbados","BRB","LL","None",4,4,5,25,7.5,-27.5,2.23787
"52",1996,1990,"Barbados","BRB","LL","None",4,4,5,30,7.5,-32.5,1.58641
"53",1996,1990,"Barbados","BRB","LL","None",4,4,5,35,7.5,-37.5,0.00611
"54",1996,1990,"Barbados","BRB","LL","None",4,4,10,20,12.5,-22.5,0.10903
"55",1996,1990,"Barbados","BRB","LL","None",4,4,10,25,12.5,-27.5,1.48294
"56",1996,1990,"Barbados","BRB","LL","None",4,4,10,30,12.5,-32.5,0.05118
"57",1996,1990,"Barbados","BRB","LL","None",4,4,10,35,12.5,-37.5,0.19935
"58",1996,1990,"Barbados","BRB","LL","None",4,4,15,25,17.5,-27.5,0.22879
"59",1997,1990,"Barbados","BRB","LL","None",1,4,5,15,7.5,-17.5,0.20841
"60",1997,1990,"Barbados","BRB","LL","None",1,4,5,20,7.5,-22.5,0.46703
"61",1997,1990,"Barbados","BRB","LL","None",1,4,5,25,7.5,-27.5,1.48287
"62",1997,1990,"Barbados","BRB","LL","None",1,4,5,30,7.5,-32.5,0.63727
"63",1997,1990,"Barbados","BRB","LL","None",1,4,5,35,7.5,-37.5,0.31417
"64",1997,1990,"Barbados","BRB","LL","None",1,4,5,40,7.5,-42.5,0.00261
"65",1997,1990,"Barbados","BRB","LL","None",1,4,10,25,12.5,-27.5,2.40031
"66",1997,1990,"Barbados","BRB","LL","None",1,4,10,30,12.5,-32.5,0.22257
"67",1997,1990,"Barbados","BRB","LL","None",1,4,10,35,12.5,-37.5,0.1531
"68",1997,1990,"Barbados","BRB","LL","None",1,4,10,55,12.5,-57.5,0.00376
"69",1997,1990,"Barbados","BRB","LL","None",1,4,10,60,12.5,-62.5,0.05977
"70",1997,1990,"Barbados","BRB","LL","None",1,4,15,25,17.5,-27.5,2.60547
"71",1997,1990,"Barbados","BRB","LL","None",1,4,15,55,17.5,-57.5,0.0083
"72",1997,1990,"Barbados","BRB","LL","None",1,4,15,60,17.5,-62.5,0.00717
"73",1997,1990,"Barbados","BRB","LL","None",1,4,30,25,32.5,-27.5,0.00768
"74",1997,1990,"Barbados","BRB","LL","None",1,4,30,50,32.5,-52.5,0.01496
"75",1997,1990,"Barbados","BRB","LL","None",1,4,30,55,32.5,-57.5,0.01215
"76",1997,1990,"Barbados","BRB","LL","None",1,4,30,60,32.5,-62.5,0.00136
"77",1997,1990,"Barbados","BRB","LL","None",1,4,30,65,32.5,-67.5,0.04444
"78",1997,1990,"Barbados","BRB","LL","None",1,4,30,70,32.5,-72.5,0.02642
"79",1997,1990,"Barbados","BRB","LL","None",1,4,35,20,37.5,-22.5,0.00136
"80",1997,1990,"Barbados","BRB","LL","None",1,4,35,65,37.5,-67.5,0.00134
"81",1997,1990,"Barbados","BRB","LL","None",2,4,5,15,7.5,-17.5,0.07823
"82",1997,1990,"Barbados","BRB","LL","None",2,4,5,20,7.5,-22.5,0.10425
"83",1997,1990,"Barbados","BRB","LL","None",2,4,5,25,7.5,-27.5,0.37296
"84",1997,1990,"Barbados","BRB","LL","None",2,4,5,30,7.5,-32.5,1.84659
"85",1997,1990,"Barbados","BRB","LL","None",2,4,5,35,7.5,-37.5,1.13069
"86",1997,1990,"Barbados","BRB","LL","None",2,4,5,40,7.5,-42.5,0.2431
"87",1997,1990,"Barbados","BRB","LL","None",2,4,10,25,12.5,-27.5,0.00747
"88",1997,1990,"Barbados","BRB","LL","None",2,4,10,30,12.5,-32.5,0.22538
"89",1997,1990,"Barbados","BRB","LL","None",2,4,10,35,12.5,-37.5,0.40708
"90",1997,1990,"Barbados","BRB","LL","None",2,4,10,55,12.5,-57.5,0.00415
"91",1997,1990,"Barbados","BRB","LL","None",2,4,10,60,12.5,-62.5,0.005
"92",1997,1990,"Barbados","BRB","LL","None",2,4,15,35,17.5,-37.5,0.01415
"93",1997,1990,"Barbados","BRB","LL","None",2,4,15,60,17.5,-62.5,0.01381
"94",1997,1990,"Barbados","BRB","LL","None",2,4,30,10,32.5,-12.5,0.00615
"95",1997,1990,"Barbados","BRB","LL","None",2,4,30,20,32.5,-22.5,0.10017
"96",1997,1990,"Barbados","BRB","LL","None",2,4,30,25,32.5,-27.5,0.02895
"97",1997,1990,"Barbados","BRB","LL","None",2,4,30,65,32.5,-67.5,0.00804
"98",1997,1990,"Barbados","BRB","LL","None",2,4,30,70,32.5,-72.5,0.00134
"99",1997,1990,"Barbados","BRB","LL","None",2,4,35,10,37.5,-12.5,0.04377
"100",1997,1990,"Barbados","BRB","LL","None",2,4,35,15,37.5,-17.5,0.03061
"101",1997,1990,"Barbados","BRB","LL","None",2,4,35,20,37.5,-22.5,0.02206
"102",1997,1990,"Barbados","BRB","LL","None",3,4,5,10,7.5,-12.5,0.0497
"103",1997,1990,"Barbados","BRB","LL","None",3,4,5,15,7.5,-17.5,0.15185
"104",1997,1990,"Barbados","BRB","LL","None",3,4,5,20,7.5,-22.5,0.03787
"105",1997,1990,"Barbados","BRB","LL","None",3,4,5,25,7.5,-27.5,0.25896
"106",1997,1990,"Barbados","BRB","LL","None",3,4,5,30,7.5,-32.5,0.0035
"107",1997,1990,"Barbados","BRB","LL","None",3,4,5,35,7.5,-37.5,0.03971
"108",1997,1990,"Barbados","BRB","LL","None",3,4,5,40,7.5,-42.5,0.02425
"109",1997,1990,"Barbados","BRB","LL","None",3,4,10,25,12.5,-27.5,0.08496
"110",1997,1990,"Barbados","BRB","LL","None",3,4,10,30,12.5,-32.5,0.03524
"111",1997,1990,"Barbados","BRB","LL","None",3,4,10,35,12.5,-37.5,0.03524
"112",1997,1990,"Barbados","BRB","LL","None",3,4,10,40,12.5,-42.5,0.2411
"113",1997,1990,"Barbados","BRB","LL","None",3,4,10,60,12.5,-62.5,0.03962
"114",1997,1990,"Barbados","BRB","LL","None",3,4,15,35,17.5,-37.5,0.00719
"115",1997,1990,"Barbados","BRB","LL","None",3,4,35,20,37.5,-22.5,0.06276
"116",1997,1990,"Barbados","BRB","LL","None",3,4,35,25,37.5,-27.5,0.01533
"117",1997,1990,"Barbados","BRB","LL","None",4,4,5,15,7.5,-17.5,0.0818
"118",1997,1990,"Barbados","BRB","LL","None",4,4,5,20,7.5,-22.5,0.06424
"119",1997,1990,"Barbados","BRB","LL","None",4,4,5,25,7.5,-27.5,0.26233
"120",1997,1990,"Barbados","BRB","LL","None",4,4,5,30,7.5,-32.5,0.29139
"121",1997,1990,"Barbados","BRB","LL","None",4,4,5,35,7.5,-37.5,0.17197
"122",1997,1990,"Barbados","BRB","LL","None",4,4,5,40,7.5,-42.5,0.1861
"123",1997,1990,"Barbados","BRB","LL","None",4,4,5,45,7.5,-47.5,0.00648
"124",1997,1990,"Barbados","BRB","LL","None",4,4,10,25,12.5,-27.5,0.02003
"125",1997,1990,"Barbados","BRB","LL","None",4,4,10,30,12.5,-32.5,0.22916
"126",1997,1990,"Barbados","BRB","LL","None",4,4,10,35,12.5,-37.5,0.0771
"127",1997,1990,"Barbados","BRB","LL","None",4,4,10,40,12.5,-42.5,0.10944
"128",1997,1990,"Barbados","BRB","LL","None",4,4,10,60,12.5,-62.5,0.0251
"129",1997,1990,"Barbados","BRB","LL","None",4,4,15,30,17.5,-32.5,0.00927
"130",1997,1990,"Barbados","BRB","LL","None",4,4,30,45,32.5,-47.5,0.02001
"131",1997,1990,"Barbados","BRB","LL","None",4,4,30,50,32.5,-52.5,0.02923
"132",1997,1990,"Barbados","BRB","LL","None",4,4,30,55,32.5,-57.5,0.05262
"133",1998,1990,"Barbados","BRB","LL","None",1,4,5,15,7.5,-17.5,0.06712
"134",1998,1990,"Barbados","BRB","LL","None",1,4,5,20,7.5,-22.5,0.1608
"135",1998,1990,"Barbados","BRB","LL","None",1,4,5,25,7.5,-27.5,1.51829
"136",1998,1990,"Barbados","BRB","LL","None",1,4,5,30,7.5,-32.5,0.90744
"137",1998,1990,"Barbados","BRB","LL","None",1,4,5,35,7.5,-37.5,0.04451
"138",1998,1990,"Barbados","BRB","LL","None",1,4,10,15,12.5,-17.5,0.14205
"139",1998,1990,"Barbados","BRB","LL","None",1,4,10,20,12.5,-22.5,0.01034
"140",1998,1990,"Barbados","BRB","LL","None",1,4,10,25,12.5,-27.5,0.44131
"141",1998,1990,"Barbados","BRB","LL","None",1,4,10,30,12.5,-32.5,0.77666
"142",1998,1990,"Barbados","BRB","LL","None",1,4,10,55,12.5,-57.5,0.05044
"143",1998,1990,"Barbados","BRB","LL","None",1,4,20,45,22.5,-47.5,0.00654
"144",1998,1990,"Barbados","BRB","LL","None",1,4,25,40,27.5,-42.5,0.01054
"145",1998,1990,"Barbados","BRB","LL","None",1,4,25,50,27.5,-52.5,0.01268
"146",1998,1990,"Barbados","BRB","LL","None",1,4,30,20,32.5,-22.5,0.14312
"147",1998,1990,"Barbados","BRB","LL","None",1,4,30,35,32.5,-37.5,0.05405
"148",1998,1990,"Barbados","BRB","LL","None",1,4,30,40,32.5,-42.5,0.17308
"149",1998,1990,"Barbados","BRB","LL","None",1,4,30,45,32.5,-47.5,0.23133
"150",1998,1990,"Barbados","BRB","LL","None",1,4,30,50,32.5,-52.5,0.2685
"151",1998,1990,"Barbados","BRB","LL","None",1,4,30,55,32.5,-57.5,0.1524
"152",1998,1990,"Barbados","BRB","LL","None",1,4,30,60,32.5,-62.5,0.10683
"153",1998,1990,"Barbados","BRB","LL","None",1,4,30,65,32.5,-67.5,0.02849
"154",1998,1990,"Barbados","BRB","LL","None",1,4,30,70,32.5,-72.5,0.02682
"155",1998,1990,"Barbados","BRB","LL","None",1,4,35,15,37.5,-17.5,0.02822
"156",1998,1990,"Barbados","BRB","LL","None",1,4,35,20,37.5,-22.5,0.08841
"157",1998,1990,"Barbados","BRB","LL","None",2,4,5,10,7.5,-12.5,0.01688
"158",1998,1990,"Barbados","BRB","LL","None",2,4,5,15,7.5,-17.5,0.08634
"159",1998,1990,"Barbados","BRB","LL","None",2,4,5,20,7.5,-22.5,0.41109
"160",1998,1990,"Barbados","BRB","LL","None",2,4,5,25,7.5,-27.5,0.29125
"161",1998,1990,"Barbados","BRB","LL","None",2,4,5,30,7.5,-32.5,0.234
"162",1998,1990,"Barbados","BRB","LL","None",2,4,5,35,7.5,-37.5,0.49996
"163",1998,1990,"Barbados","BRB","LL","None",2,4,10,20,12.5,-22.5,0.04244
"164",1998,1990,"Barbados","BRB","LL","None",2,4,10,30,12.5,-32.5,0.43264
"165",1998,1990,"Barbados","BRB","LL","None",2,4,10,35,12.5,-37.5,0.34296
"166",1998,1990,"Barbados","BRB","LL","None",2,4,10,40,12.5,-42.5,0.00741
"167",1998,1990,"Barbados","BRB","LL","None",2,4,15,40,17.5,-42.5,0.11463
"168",1998,1990,"Barbados","BRB","LL","None",2,4,15,45,17.5,-47.5,0.13151
"169",1998,1990,"Barbados","BRB","LL","None",2,4,15,50,17.5,-52.5,0.17709
"170",1998,1990,"Barbados","BRB","LL","None",2,4,15,55,17.5,-57.5,0.21799
"171",1998,1990,"Barbados","BRB","LL","None",2,4,15,60,17.5,-62.5,0.05505
"172",1998,1990,"Barbados","BRB","LL","None",2,4,15,65,17.5,-67.5,0.01268
"173",1998,1990,"Barbados","BRB","LL","None",2,4,20,40,22.5,-42.5,0.07286
"174",1998,1990,"Barbados","BRB","LL","None",2,4,20,45,22.5,-47.5,0.07807
"175",1998,1990,"Barbados","BRB","LL","None",2,4,20,50,22.5,-52.5,0.0766
"176",1998,1990,"Barbados","BRB","LL","None",2,4,20,55,22.5,-57.5,0.02195
"177",1998,1990,"Barbados","BRB","LL","None",2,4,20,60,22.5,-62.5,0.10976
"178",1998,1990,"Barbados","BRB","LL","None",2,4,25,55,27.5,-57.5,0.00547
"179",1998,1990,"Barbados","BRB","LL","None",2,4,30,10,32.5,-12.5,0.00607
"180",1998,1990,"Barbados","BRB","LL","None",2,4,30,20,32.5,-22.5,0.04477
"181",1998,1990,"Barbados","BRB","LL","None",2,4,30,35,32.5,-37.5,0.00948
"182",1998,1990,"Barbados","BRB","LL","None",2,4,30,40,32.5,-42.5,0.02849
"183",1998,1990,"Barbados","BRB","LL","None",2,4,30,55,32.5,-57.5,0.01475
"184",1998,1990,"Barbados","BRB","LL","None",2,4,30,60,32.5,-62.5,0.00547
"185",1998,1990,"Barbados","BRB","LL","None",2,4,35,10,37.5,-12.5,0.06686
"186",1998,1990,"Barbados","BRB","LL","None",2,4,35,15,37.5,-17.5,0.44852
"187",1998,1990,"Barbados","BRB","LL","None",2,4,35,20,37.5,-22.5,0.14686
"188",1998,1990,"Barbados","BRB","LL","None",3,4,5,15,7.5,-17.5,0.48095
"189",1998,1990,"Barbados","BRB","LL","None",3,4,5,20,7.5,-22.5,0.18109
"190",1998,1990,"Barbados","BRB","LL","None",3,4,5,25,7.5,-27.5,0.15727
"191",1998,1990,"Barbados","BRB","LL","None",3,4,10,25,12.5,-27.5,0.03336
"192",1998,1990,"Barbados","BRB","LL","None",3,4,10,30,12.5,-32.5,0.05872
"193",1998,1990,"Barbados","BRB","LL","None",3,4,10,35,12.5,-37.5,0.24541
"194",1998,1990,"Barbados","BRB","LL","None",3,4,10,50,12.5,-52.5,0.02068
"195",1998,1990,"Barbados","BRB","LL","None",3,4,10,65,12.5,-67.5,0.10616
"196",1998,1990,"Barbados","BRB","LL","None",3,4,15,25,17.5,-27.5,0.06439
"197",1998,1990,"Barbados","BRB","LL","None",3,4,15,30,17.5,-32.5,0.01982
"198",1998,1990,"Barbados","BRB","LL","None",3,4,15,35,17.5,-37.5,0.07006
"199",1998,1990,"Barbados","BRB","LL","None",3,4,15,40,17.5,-42.5,0.07934
"200",1998,1990,"Barbados","BRB","LL","None",3,4,15,45,17.5,-47.5,0.05638
"201",1998,1990,"Barbados","BRB","LL","None",3,4,15,50,17.5,-52.5,0.09602
"202",1998,1990,"Barbados","BRB","LL","None",3,4,15,55,17.5,-57.5,0.07513
"203",1998,1990,"Barbados","BRB","LL","None",3,4,15,60,17.5,-62.5,0.08147
"204",1998,1990,"Barbados","BRB","LL","None",3,4,20,35,22.5,-37.5,0.03063
"205",1998,1990,"Barbados","BRB","LL","None",3,4,20,40,22.5,-42.5,0.05318
"206",1998,1990,"Barbados","BRB","LL","None",3,4,20,45,22.5,-47.5,0.00968
"207",1998,1990,"Barbados","BRB","LL","None",3,4,20,50,22.5,-52.5,0.08674
"208",1998,1990,"Barbados","BRB","LL","None",3,4,20,55,22.5,-57.5,0.02789
"209",1998,1990,"Barbados","BRB","LL","None",3,4,20,60,22.5,-62.5,0.02068
"210",1998,1990,"Barbados","BRB","LL","None",3,4,25,40,27.5,-42.5,0.03036
"211",1998,1990,"Barbados","BRB","LL","None",3,4,25,50,27.5,-52.5,0.02369
"212",1998,1990,"Barbados","BRB","LL","None",4,4,5,15,7.5,-17.5,1.9243
"213",1998,1990,"Barbados","BRB","LL","None",4,4,5,20,7.5,-22.5,0.57069
"214",1998,1990,"Barbados","BRB","LL","None",4,4,5,25,7.5,-27.5,0.11016
"215",1998,1990,"Barbados","BRB","LL","None",4,4,5,30,7.5,-32.5,0.04537
"216",1998,1990,"Barbados","BRB","LL","None",4,4,5,35,7.5,-37.5,0.2767
"217",1998,1990,"Barbados","BRB","LL","None",4,4,5,40,7.5,-42.5,0.06712
"218",1998,1990,"Barbados","BRB","LL","None",4,4,10,35,12.5,-37.5,0.01775
"219",1998,1990,"Barbados","BRB","LL","None",4,4,10,40,12.5,-42.5,0.01902
"220",1998,1990,"Barbados","BRB","LL","None",4,4,10,45,12.5,-47.5,0.0365
"221",1998,1990,"Barbados","BRB","LL","None",4,4,10,55,12.5,-57.5,0.01308
"222",1998,1990,"Barbados","BRB","LL","None",4,4,10,65,12.5,-67.5,0.19984
"223",1998,1990,"Barbados","BRB","LL","None",4,4,20,55,22.5,-57.5,0.01014
"224",1998,1990,"Barbados","BRB","LL","None",4,4,25,50,27.5,-52.5,0.01034
"225",1998,1990,"Barbados","BRB","LL","None",4,4,30,35,32.5,-37.5,0.08928
"226",1998,1990,"Barbados","BRB","LL","None",4,4,30,40,32.5,-42.5,0.01054
"227",1998,1990,"Barbados","BRB","LL","None",4,4,30,45,32.5,-47.5,0.05004
"228",1998,1990,"Barbados","BRB","LL","None",4,4,30,50,32.5,-52.5,0.02662
"229",1998,1990,"Barbados","BRB","LL","None",4,4,30,55,32.5,-57.5,0.05952
"230",1998,1990,"Barbados","BRB","LL","None",4,4,30,60,32.5,-62.5,0.02048
"231",1998,1990,"Barbados","BRB","LL","None",4,4,30,65,32.5,-67.5,0.01688
"232",1998,1990,"Barbados","BRB","LL","None",4,4,30,70,32.5,-72.5,0.00994
"233",1998,1990,"Barbados","BRB","LL","None",4,4,35,30,37.5,-32.5,0.02175
"234",1998,1990,"Barbados","BRB","LL","None",4,4,35,35,37.5,-37.5,0.36178
"235",1998,1990,"Barbados","BRB","LL","None",4,4,35,40,37.5,-42.5,0.0361
"236",1998,1990,"Barbados","BRB","LL","None",4,4,35,60,37.5,-62.5,0.01141
"237",1998,1990,"Barbados","BRB","LL","None",4,4,40,35,42.5,-37.5,0.09034
"238",1998,1990,"Barbados","BRB","LL","None",4,4,40,40,42.5,-42.5,0.02536
"239",1999,1990,"Barbados","BRB","LL","None",1,4,5,15,7.5,-17.5,1.73029
"240",1999,1990,"Barbados","BRB","LL","None",1,4,5,20,7.5,-22.5,1.67778
"241",1999,1990,"Barbados","BRB","LL","None",1,4,5,25,7.5,-27.5,0.57443
"242",1999,1990,"Barbados","BRB","LL","None",1,4,5,30,7.5,-32.5,0.02662
"243",1999,1990,"Barbados","BRB","LL","None",1,4,10,55,12.5,-57.5,0.03539
"244",1999,1990,"Barbados","BRB","LL","None",1,4,10,65,12.5,-67.5,0.00348
"245",1999,1990,"Barbados","BRB","LL","None",1,4,20,60,22.5,-62.5,0.00972
"246",1999,1990,"Barbados","BRB","LL","None",1,4,20,65,22.5,-67.5,0.03609
"247",1999,1990,"Barbados","BRB","LL","None",1,4,25,50,27.5,-52.5,0.00788
"248",1999,1990,"Barbados","BRB","LL","None",1,4,25,55,27.5,-57.5,0.0044
"249",1999,1990,"Barbados","BRB","LL","None",1,4,25,60,27.5,-62.5,0.02175
"250",1999,1990,"Barbados","BRB","LL","None",1,4,25,65,27.5,-67.5,0.00348
"251",1999,1990,"Barbados","BRB","LL","None",1,4,25,70,27.5,-72.5,0.0384
"252",1999,1990,"Barbados","BRB","LL","None",1,4,30,15,32.5,-17.5,0.00472
"253",1999,1990,"Barbados","BRB","LL","None",1,4,30,20,32.5,-22.5,0.14301
"254",1999,1990,"Barbados","BRB","LL","None",1,4,30,25,32.5,-27.5,0.13016
"255",1999,1990,"Barbados","BRB","LL","None",1,4,30,35,32.5,-37.5,0.01735
"256",1999,1990,"Barbados","BRB","LL","None",1,4,30,45,32.5,-47.5,0.01988
"257",1999,1990,"Barbados","BRB","LL","None",1,4,30,50,32.5,-52.5,0.11278
"258",1999,1990,"Barbados","BRB","LL","None",1,4,30,55,32.5,-57.5,0.13858
"259",1999,1990,"Barbados","BRB","LL","None",1,4,30,60,32.5,-62.5,0.06166
"260",1999,1990,"Barbados","BRB","LL","None",1,4,30,65,32.5,-67.5,0.00579
"261",1999,1990,"Barbados","BRB","LL","None",1,4,30,70,32.5,-72.5,0.14601
"262",1999,1990,"Barbados","BRB","LL","None",1,4,35,20,37.5,-22.5,0.00244
"263",1999,1990,"Barbados","BRB","LL","None",1,4,35,35,37.5,-37.5,0.09024
"264",1999,1990,"Barbados","BRB","LL","None",1,4,35,55,37.5,-57.5,0.00833
"265",1999,1990,"Barbados","BRB","LL","None",1,4,35,60,37.5,-62.5,0.06318
"266",1999,1990,"Barbados","BRB","LL","None",1,4,40,35,42.5,-37.5,0.01158
"267",1999,1990,"Barbados","BRB","LL","None",1,4,40,40,42.5,-42.5,0.0081
"268",1999,1990,"Barbados","BRB","LL","None",2,4,5,15,7.5,-17.5,1.25294
"269",1999,1990,"Barbados","BRB","LL","None",2,4,5,20,7.5,-22.5,0.58089
"270",1999,1990,"Barbados","BRB","LL","None",2,4,5,25,7.5,-27.5,0.02152
"271",1999,1990,"Barbados","BRB","LL","None",2,4,5,30,7.5,-32.5,0.01029
"272",1999,1990,"Barbados","BRB","LL","None",2,4,10,25,12.5,-27.5,0.02811
"273",1999,1990,"Barbados","BRB","LL","None",2,4,10,30,12.5,-32.5,0.02697
"274",1999,1990,"Barbados","BRB","LL","None",2,4,15,55,17.5,-57.5,0.00254
"275",1999,1990,"Barbados","BRB","LL","None",2,4,20,50,22.5,-52.5,0.0133
"276",1999,1990,"Barbados","BRB","LL","None",2,4,20,55,22.5,-57.5,0.03887
"277",1999,1990,"Barbados","BRB","LL","None",2,4,20,60,22.5,-62.5,0.02684
"278",1999,1990,"Barbados","BRB","LL","None",2,4,20,65,22.5,-67.5,0.01804
"279",1999,1990,"Barbados","BRB","LL","None",2,4,20,70,22.5,-72.5,0.01064
"280",1999,1990,"Barbados","BRB","LL","None",2,4,25,60,27.5,-62.5,0.00589
"281",1999,1990,"Barbados","BRB","LL","None",2,4,25,65,27.5,-67.5,0.01735
"282",1999,1990,"Barbados","BRB","LL","None",2,4,25,70,27.5,-72.5,0.00348
"283",1999,1990,"Barbados","BRB","LL","None",2,4,30,10,32.5,-12.5,0.00537
"284",1999,1990,"Barbados","BRB","LL","None",2,4,30,15,32.5,-17.5,0.00179
"285",1999,1990,"Barbados","BRB","LL","None",2,4,30,20,32.5,-22.5,0.02093
"286",1999,1990,"Barbados","BRB","LL","None",2,4,30,55,32.5,-57.5,0.0163
"287",1999,1990,"Barbados","BRB","LL","None",2,4,30,60,32.5,-62.5,0.02118
"288",1999,1990,"Barbados","BRB","LL","None",2,4,35,10,37.5,-12.5,0.02605
"289",1999,1990,"Barbados","BRB","LL","None",2,4,35,15,37.5,-17.5,0.03323
"290",1999,1990,"Barbados","BRB","LL","None",2,4,35,20,37.5,-22.5,0.02925
"291",1999,1990,"Barbados","BRB","LL","None",3,4,5,10,7.5,-12.5,0.02428
"292",1999,1990,"Barbados","BRB","LL","None",3,4,5,15,7.5,-17.5,1.17542
"293",1999,1990,"Barbados","BRB","LL","None",3,4,5,20,7.5,-22.5,0.17827
"294",1999,1990,"Barbados","BRB","LL","None",3,4,5,25,7.5,-27.5,0.02637
"295",1999,1990,"Barbados","BRB","LL","None",3,4,10,65,12.5,-67.5,0.03055
"296",1999,1990,"Barbados","BRB","LL","None",3,4,15,25,17.5,-27.5,0.02314
"297",1999,1990,"Barbados","BRB","LL","None",4,4,5,10,7.5,-12.5,1.84934
"298",1999,1990,"Barbados","BRB","LL","None",4,4,5,15,7.5,-17.5,0.44748
"299",1999,1990,"Barbados","BRB","LL","None",4,4,5,20,7.5,-22.5,0.04618
"300",1999,1990,"Barbados","BRB","LL","None",4,4,5,25,7.5,-27.5,0.44634
"301",1999,1990,"Barbados","BRB","LL","None",4,4,5,30,7.5,-32.5,0.00925
